,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodKill,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
273,1.0,6.0,33,1.0,0,0,49726,12.6,32.0,14,2633.0,21212,2633,54138,0.0,36,6,0,1,26.0,5.0,False,False,1.0,44248,42980,4.0,0,0.0,5.0,97,7,26,612,8,5,355.2,186852,37206,18141,0.0,120,0,5.0,0.0,1,32.0,0,212658,37081,73121,4.0,0,0,260.6,114,1574.0,92.0,436061,77274,0,96485,0.0,21425,0,437,751,915,5,0,36548,2984,5219,1,1.0,45.0,0,0.0,105,7,10,49,False
274,19.0,43.0,61,0.0,1,4,103605,17.6,24.0,18,19398.0,103751,19398,204497,0.0,45,9,2,4,34.0,15.0,True,False,33.0,78324,72095,2.0,1,3.0,5.0,125,11,42,1161,19,8,850.8,241881,54068,99673,0.0,159,0,5.0,0.0,1,154.0,0,650953,100095,85543,5.0,1,0,243.4,245,2661.0,0.0,987037,165342,0,198306,0.0,22644,3033,710,3134,1899,12,1,94198,11176,13085,8,10.0,50.0,0,0.0,219,9,19,94,False
275,0.0,25.0,79,5.0,1,4,104914,17.8,77.0,20,27550.0,99254,27550,232500,0.0,42,6,8,3,29.0,0.0,False,True,24.0,83409,75240,0.0,1,4.0,5.0,118,12,45,1044,21,11,651.8,371002,95651,59831,0.0,259,1,0.0,3.0,0,75.0,0,740921,56082,134795,9.0,0,0,159.4,165,2661.0,0.0,1212392,164372,0,206807,0.0,40873,1358,778,1359,1903,7,1,100465,12636,12175,9,15.0,40.0,0,0.0,187,6,15,72,True
276,0.0,0.0,25,0.0,0,0,55724,13.2,0.0,29,6813.0,12914,6813,94608,0.0,38,7,1,1,0.0,0.0,False,False,0.0,47163,44725,0.0,0,0.0,10.0,111,6,27,748,14,6,530.6,87799,26076,36833,0.0,82,0,5.0,0.0,0,0.0,0,319400,47874,73404,0.0,0,0,178.8,59,1693.0,0.0,450377,76906,3030,122788,0.0,26367,1792,471,398,1006,13,0,43176,2952,12544,2,2.0,50.0,0,0.0,101,7,16,47,False
277,0.0,0.0,46,0.0,1,8,64319,14.4,0.0,20,23318.0,79369,23318,85043,0.0,28,17,2,3,0.0,0.0,True,True,0.0,57667,53930,0.0,2,5.0,0.0,107,7,38,1489,17,6,482.4,125871,36431,28649,0.0,135,1,0.0,3.0,0,0.0,0,367880,51193,80922,0.0,0,0,252.4,113,1693.0,0.0,555895,100174,2067,112525,0.0,16788,492,480,574,830,7,0,62140,12546,2952,9,13.0,10.0,0,0.0,135,17,14,64,True
278,0.0,0.0,25,0.0,0,1,58360,13.6,0.0,6,3550.0,21083,3550,77437,0.0,33,0,2,2,0.0,0.0,False,False,0.0,42779,39450,0.0,0,0.0,5.0,80,5,23,1609,12,7,555.0,50787,9759,45232,0.0,123,0,0.0,0.0,1,0.0,0,336632,43703,66828,0.0,1,0,127.2,99,1704.0,0.0,429301,56464,0,115751,0.0,31192,255,432,897,1048,7,1,41879,2998,3685,1,1.0,30.0,0,0.0,66,0,4,36,False
279,0.0,0.0,43,0.0,0,8,62542,14.0,0.0,17,21426.0,52413,21426,56304,0.0,23,9,1,1,0.0,0.0,True,False,0.0,53638,53490,0.0,1,3.0,0.0,101,9,33,440,16,6,772.4,201085,44129,11405,0.0,144,0,0.0,0.0,0,0.0,0,312091,44198,78678,0.0,0,0,152.8,16,1704.0,0.0,562545,92017,0,93084,0.0,19342,412,531,438,773,6,0,49364,3685,2997,6,11.0,5.0,0,0.0,89,10,3,41,True
280,12.0,21.0,29,0.0,1,12,47542,12.4,42.0,17,14480.0,50209,14480,45898,0.0,15,1,2,1,7.0,0.0,True,True,12.0,42108,36739,3.0,1,3.0,0.0,76,6,26,749,16,8,613.8,110527,30465,11744,0.0,92,1,0.0,4.0,0,60.0,0,199791,21643,49946,14.0,0,0,149.6,128,1389.0,0.0,354730,59097,183,62247,0.0,7953,504,323,852,370,8,1,44404,6984,554,6,19.0,5.0,0,0.0,72,1,4,34,True
281,12.0,34.0,13,3.0,0,1,39415,11.0,31.0,19,6323.0,39466,6323,55029,0.0,26,3,2,2,41.0,12.0,False,False,9.0,33812,31675,2.0,0,0.0,5.0,73,4,15,768,5,5,483.4,77263,10079,32729,0.0,132,0,5.0,0.0,0,43.0,0,228179,28846,44213,0.0,0,0,109.6,54,1389.0,0.0,361510,39482,410,83933,0.0,16219,2654,259,950,679,9,0,56067,554,6983,1,1.0,30.0,0,0.0,57,4,3,26,False
282,4.0,26.0,80,0.0,1,21,106273,17.8,128.0,18,25101.0,54930,25101,212870,0.0,53,4,6,1,19.0,13.0,True,True,13.0,84244,75500,0.0,1,3.0,15.0,134,11,50,1188,21,9,751.8,218785,59610,114908,0.0,158,1,0.0,3.0,0,69.0,0,702819,88266,106875,0.0,0,0,124.8,195,2709.0,0.0,1037647,164317,4078,265222,0.0,55392,449,725,1366,2056,7,2,116039,16437,43431,8,17.0,45.0,0,0.0,140,7,12,53,True
283,1.0,17.0,64,1.0,0,0,90180,17.0,27.0,17,24033.0,109541,24033,205069,0.0,50,4,8,5,72.0,10.0,False,False,36.0,77737,83330,2.0,3,8.0,5.0,118,7,53,527,26,11,1000.6,407872,110897,63001,2.0,156,0,5.0,0.0,0,54.0,1,347716,63058,120853,1.0,2,0,189.8,220,2709.0,0.0,925342,217390,0,200297,0.0,20664,388,577,2863,1926,7,2,169750,43433,16437,10,23.0,40.0,0,0.0,152,4,9,65,False
284,1.0,12.0,66,0.0,1,9,72222,15.4,13.0,27,20345.0,108660,20345,113549,0.0,31,13,6,5,10.0,1.0,False,True,2.0,65944,59875,0.0,0,0.0,0.0,111,12,52,1285,23,10,576.0,391649,75675,28494,0.0,189,0,0.0,0.0,0,121.0,0,258571,45021,84311,1.0,1,0,389.6,211,1832.0,99.0,729525,129672,0,117875,32.0,38571,824,482,2131,997,8,2,79299,8970,5065,7,12.0,10.0,0,0.0,150,13,8,64,True
285,5.0,15.0,40,2.0,0,6,62232,14.0,22.0,16,7375.0,36785,7375,104564,0.0,52,5,2,0,17.0,1.0,True,False,16.0,54298,50800,1.0,0,0.0,0.0,100,6,31,928,14,6,412.6,122959,25402,78578,0.0,131,0,0.0,0.0,0,28.0,0,385223,56816,65541,2.0,0,0,217.8,93,1832.0,105.0,551317,87289,0,153094,6.0,38000,579,435,702,1352,6,0,43132,5068,8970,2,3.0,40.0,0,0.0,114,6,10,61,False
286,0.0,22.0,68,1.0,0,12,72867,15.4,8.0,10,29014.0,103212,29014,141965,0.0,22,0,4,4,16.0,2.0,False,False,4.0,63403,53300,0.0,3,8.0,5.0,87,8,45,1021,19,7,809.6,247713,62543,34219,0.0,155,1,0.0,4.0,0,48.0,0,430091,68613,92769,0.0,0,0,212.2,145,1940.0,108.0,745884,134654,3935,135774,5.0,61469,1865,570,1495,560,11,0,68078,3496,8780,11,28.0,25.0,0,0.0,88,0,2,49,True
287,1.0,37.0,27,1.0,1,2,61307,14.0,89.0,8,17272.0,33173,17272,149196,0.0,45,2,1,0,30.0,0.0,True,False,21.0,55828,52200,1.0,1,1.0,15.0,88,6,22,461,9,6,589.4,83057,31370,65253,0.0,134,0,5.0,0.0,1,38.0,0,412518,53315,95463,3.0,0,0,123.6,147,1940.0,101.0,543693,91471,0,164215,2.0,29849,0,490,1009,1370,5,0,48114,6781,3495,5,6.0,55.0,0,0.0,113,2,5,41,False
288,4.0,59.0,61,2.0,0,0,92084,17.4,78.0,26,11362.0,28884,11362,118788,0.0,62,6,5,0,62.0,4.0,False,False,2.0,74858,71900,5.0,0,0.0,25.0,124,9,45,1248,15,10,444.4,377972,89088,24105,0.0,175,0,5.0,0.0,0,23.0,0,407316,62943,154666,3.0,0,0,92.2,187,2515.0,0.0,900575,162312,1927,189316,0.0,19205,1193,617,2004,2030,10,2,115283,10275,10541,4,4.0,55.0,0,0.0,130,6,6,54,False
289,17.0,59.0,55,0.0,2,5,102172,17.4,7.0,13,25976.0,167007,25976,169887,0.0,45,2,5,6,32.0,0.0,True,False,7.0,85552,77800,1.0,5,10.0,0.0,117,15,62,2488,24,7,836.0,41212,20358,95385,0.0,286,1,0.0,3.0,0,44.0,0,1004045,127498,109103,1.0,0,0,90.0,130,2515.0,0.0,1140561,158401,0,215207,0.0,41569,1197,562,1167,1773,12,0,95302,10541,10714,10,14.0,25.0,0,0.0,137,2,5,56,True
290,5.0,32.0,29,3.0,0,1,54704,13.2,36.0,10,6606.0,23181,6606,98947,0.0,47,1,1,1,42.0,0.0,True,False,1.0,46730,43960,2.0,0,0.0,5.0,82,4,25,902,6,6,386.0,148056,35060,9059,1.0,99,0,5.0,0.0,0,30.0,0,217488,34784,116105,2.0,0,0,108.2,119,1689.0,0.0,413476,78677,0,134047,0.0,31438,1140,390,1319,1185,12,0,47924,8828,8878,1,2.0,40.0,0,0.0,71,1,5,34,False
291,2.0,21.0,58,0.0,0,6,60964,14.2,4.0,24,21466.0,68371,21466,82983,0.0,25,3,5,3,26.0,0.0,False,True,17.0,57840,54725,0.0,1,4.0,0.0,89,9,46,818,23,10,817.0,14054,6081,38081,0.0,159,1,0.0,4.0,0,40.0,0,454545,92588,68264,1.0,0,0,212.8,235,1689.0,0.0,551567,107552,0,115499,0.0,39121,707,409,1001,750,7,2,82962,8878,9152,8,15.0,5.0,0,0.0,95,3,1,52,True
292,0.0,8.0,21,0.0,0,0,67223,14.6,17.0,11,4598.0,36592,4598,99746,0.0,44,4,0,1,23.0,10.0,True,False,10.0,55261,53310,3.0,0,0.0,10.0,98,4,22,306,9,5,625.0,288048,42526,81317,0.0,120,0,0.0,0.0,0,12.0,0,344666,31895,57542,0.0,0,0,286.8,107,1975.0,98.0,694686,78163,1807,151335,0.0,35721,77,691,858,1312,6,0,61968,3737,12471,2,2.0,50.0,0,1.0,132,4,8,65,False
293,2.0,21.0,49,1.0,1,13,86334,16.8,20.0,20,21754.0,97350,21754,103323,0.0,23,7,4,4,43.0,1.0,False,True,20.0,68411,60575,1.0,2,4.0,0.0,117,10,44,1937,24,8,682.6,345502,80363,45529,0.0,233,0,0.0,0.0,0,30.0,0,412660,35070,63013,1.0,0,0,287.4,192,1975.0,137.0,856116,127908,0,112283,40.0,34781,0,650,2214,688,5,1,97950,12472,3738,10,21.0,10.0,0,0.0,160,7,18,71,True
294,1.0,15.0,29,1.0,0,2,46781,12.2,38.0,16,5620.0,26384,5620,57560,0.0,33,5,2,0,27.0,2.0,False,False,10.0,42289,39025,1.0,0,0.0,5.0,78,8,31,810,16,6,615.8,177814,39072,36991,2.0,64,0,0.0,0.0,0,45.0,0,112657,19057,73667,2.0,0,0,123.4,138,1543.0,0.0,320991,59084,110,114384,0.0,27520,465,324,927,974,8,0,30519,953,3721,1,1.0,35.0,0,0.0,76,7,5,38,False
