,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,firstBloodKill,firstTowerKill,win
345,3.0,4.0,25.0,0.0,-1.0,4.0,-3158.0,-0.20000000000000284,4.0,-6.0,-24145.0,-29470.0,-24145.0,-18920.0,0.0,5.0,6.0,0.0,-4.0,-18.0,-3.0,17.0,-6135.0,-4500.0,3.0,-2.0,-4.0,15.0,-16.0,1.0,-5.0,708.0,-5.0,0.0,-173.39999999999998,27412.0,18326.0,-18367.0,-1.0,-135.0,-1.0,5.0,-1.0,0.0,48.0,0.0,-196047.0,-10457.0,2890.0,-3.0,0.0,0.0,88.4,168.0,0.0,-47.0,-212835.0,6759.0,2895.0,-14371.0,-44.0,-13766.0,1855.0,-98.0,-4192.0,54.0,5.0,0.0,-44196.0,-1106.0,1107.0,-8.0,-7.0,40.0,0.0,0.0,26.0,4.0,-6.0,28.0,False,False,False
346,1.0,-2.0,12.0,0.0,0.0,6.0,2840.0,1.2000000000000002,0.0,7.0,1153.0,639.0,1153.0,466.0,0.0,-7.0,1.0,1.0,0.0,-2.0,0.0,-4.0,3925.0,3695.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,286.0,6.0,4.0,-116.60000000000001,27781.0,3500.0,-3611.0,-1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,-1880.0,-2376.0,3727.0,0.0,0.0,0.0,6.599999999999994,33.0,0.0,10.0,28884.0,1212.0,-21.0,28.0,12.0,2941.0,-36.0,30.0,275.0,-58.0,-1.0,0.0,2982.0,88.0,-88.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,True,False,False
347,0.0,0.0,-14.0,0.0,0.0,-11.0,-8716.0,-1.0,0.0,11.0,-20036.0,-70574.0,-20036.0,-4721.0,0.0,14.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-12062.0,-8075.0,0.0,-3.0,-5.0,15.0,7.0,0.0,-14.0,2.0,-8.0,-2.0,-2.0,-54337.0,3618.0,-5721.0,0.0,-73.0,-1.0,5.0,-4.0,0.0,0.0,0.0,-101155.0,-9366.0,-820.0,0.0,0.0,0.0,11.799999999999983,48.0,0.0,0.0,-149186.0,-5636.0,-94.0,-6652.0,0.0,-16273.0,-5141.0,-50.0,532.0,401.0,-6.0,0.0,6308.0,113.0,-113.0,-8.0,-17.0,45.0,0.0,0.0,-24.0,1.0,-3.0,-1.0,False,False,True
348,0.0,2.0,-1.0,2.0,0.0,10.0,11188.0,1.3999999999999986,-6.0,-9.0,8001.0,15237.0,8001.0,-72155.0,0.0,-8.0,-5.0,0.0,1.0,3.0,-9.0,-17.0,9090.0,4208.0,0.0,1.0,1.0,-5.0,-5.0,3.0,8.0,1016.0,-1.0,1.0,71.59999999999991,-153184.0,-38856.0,39387.0,0.0,7.0,1.0,-5.0,2.0,-1.0,20.0,0.0,321084.0,78543.0,-92948.0,0.0,1.0,0.0,39.000000000000014,-124.0,0.0,0.0,221155.0,66787.0,-142.0,-81355.0,0.0,-33444.0,-1761.0,119.0,-416.0,-310.0,-4.0,1.0,53255.0,27102.0,-27796.0,4.0,6.0,-20.0,0.0,0.0,-36.0,-6.0,-2.0,-9.0,False,True,True
349,1.0,1.0,28.0,1.0,1.0,6.0,11034.0,1.799999999999999,38.0,14.0,9271.0,65506.0,9271.0,-26630.0,0.0,-28.0,8.0,8.0,3.0,-5.0,2.0,8.0,11269.0,6150.0,-4.0,0.0,0.0,0.0,18.0,7.0,27.0,851.0,17.0,6.0,161.60000000000002,-114816.0,-21264.0,20489.0,-1.0,56.0,0.0,0.0,0.0,0.0,38.0,0.0,185425.0,40859.0,-40993.0,1.0,0.0,0.0,-77.39999999999999,-1.0,0.0,0.0,96462.0,27108.0,3283.0,-28017.0,0.0,3858.0,-385.0,-9.0,61.0,-717.0,-1.0,1.0,25848.0,7513.0,-7512.0,4.0,6.0,-20.0,0.0,0.0,19.0,7.0,1.0,8.0,True,False,False
350,0.0,0.0,-7.0,0.0,0.0,5.0,4215.0,0.40000000000000036,0.0,-17.0,20946.0,43012.0,20946.0,1310.0,0.0,-12.0,-3.0,5.0,1.0,0.0,0.0,0.0,8539.0,5887.0,0.0,3.0,3.0,-15.0,-7.0,4.0,12.0,1528.0,2.0,4.0,75.99999999999994,87275.0,6128.0,-5197.0,0.0,109.0,1.0,-5.0,4.0,0.0,0.0,0.0,151825.0,12442.0,-3069.0,0.0,0.0,0.0,120.0,-2.0,0.0,0.0,219641.0,14526.0,-3032.0,-4224.0,0.0,12956.0,-784.0,53.0,915.0,-230.0,-5.0,1.0,-19461.0,-4043.0,4040.0,8.0,15.0,-50.0,0.0,0.0,-11.0,-3.0,-3.0,-1.0,False,False,False
351,12.0,-1.0,-16.0,2.0,-1.0,-7.0,-9715.0,-1.0,10.0,-18.0,-5852.0,-26214.0,-5852.0,-11902.0,0.0,2.0,-1.0,-2.0,-2.0,17.0,-6.0,-87.0,-2226.0,-2515.0,1.0,-1.0,-4.0,5.0,-19.0,-3.0,-3.0,174.0,3.0,-3.0,131.60000000000002,-42537.0,-8363.0,7208.0,-2.0,-10.0,-1.0,5.0,-5.0,0.0,40.0,0.0,103869.0,-9201.0,10286.0,1.0,-1.0,0.0,-76.40000000000003,-84.0,0.0,0.0,45815.0,-17242.0,0.0,17172.0,0.0,-9294.0,-1377.0,-13.0,-206.0,200.0,-5.0,-1.0,-15516.0,325.0,-325.0,-1.0,-12.0,10.0,0.0,-1.0,2.0,-1.0,4.0,0.0,True,True,True
352,0.0,0.0,-25.0,0.0,0.0,-25.0,-13026.0,-2.0,0.0,5.0,-12332.0,-26238.0,-12332.0,2889.0,0.0,19.0,5.0,0.0,-1.0,0.0,0.0,0.0,-14966.0,-9590.0,0.0,-1.0,-4.0,5.0,-5.0,-3.0,-19.0,1026.0,-23.0,0.0,249.8,-109763.0,-17907.0,18104.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,12965.0,8277.0,-20494.0,0.0,0.0,0.0,-10.599999999999994,-38.0,0.0,0.0,-109643.0,-9181.0,2809.0,-2831.0,0.0,-17737.0,-439.0,-119.0,-964.0,540.0,-2.0,0.0,-12843.0,443.0,-443.0,-6.0,-10.0,30.0,0.0,0.0,2.0,6.0,0.0,-2.0,False,False,False
353,-4.0,-57.0,-41.0,-5.0,1.0,2.0,-657.0,0.1999999999999993,-28.0,-37.0,3785.0,22090.0,3785.0,10274.0,0.0,-3.0,-10.0,-3.0,-1.0,19.0,4.0,-14.0,3422.0,1360.0,1.0,4.0,7.0,-25.0,-29.0,-2.0,2.0,-1726.0,-1.0,-3.0,50.39999999999998,-259280.0,-5883.0,5372.0,1.0,33.0,1.0,-5.0,1.0,-1.0,-108.0,0.0,33174.0,-2941.0,-2676.0,-2.0,-2.0,0.0,-4.799999999999983,13.0,0.0,-15.0,-188943.0,-83.0,-7564.0,-5587.0,39.0,-1089.0,-7010.0,-52.0,-4744.0,-75.0,-10.0,-2.0,37167.0,8744.0,-8283.0,5.0,5.0,-35.0,0.0,1.0,13.0,-10.0,-1.0,-11.0,True,True,True
354,2.0,-11.0,-8.0,-3.0,0.0,-5.0,-2593.0,-0.7999999999999989,10.0,-8.0,-11405.0,-34653.0,-11405.0,-4014.0,0.0,15.0,-5.0,-3.0,-4.0,1.0,9.0,-8.0,-3738.0,2360.0,-1.0,-1.0,-4.0,5.0,8.0,-6.0,-15.0,-305.0,-4.0,-3.0,-309.8,-27454.0,-2877.0,2685.0,0.0,-55.0,-1.0,5.0,-5.0,0.0,-29.0,0.0,-9288.0,1250.0,-6225.0,0.0,0.0,0.0,-121.4,-21.0,0.0,0.0,-65577.0,-7876.0,625.0,3147.0,0.0,2817.0,-72.0,19.0,-517.0,95.0,-2.0,-2.0,-28833.0,-6248.0,6687.0,-3.0,-11.0,15.0,0.0,0.0,-30.0,-6.0,0.0,-3.0,True,True,True
355,2.0,-5.0,-23.0,0.0,-2.0,-4.0,-12109.0,-1.3999999999999986,-21.0,-8.0,-17975.0,-57674.0,-17975.0,-14875.0,0.0,18.0,-6.0,-2.0,-5.0,0.0,11.0,-2.0,-10620.0,-4895.0,1.0,-2.0,-4.0,10.0,1.0,-4.0,-18.0,0.0,-9.0,-5.0,-324.19999999999993,-172196.0,-25613.0,23567.0,-1.0,-39.0,-1.0,5.0,-2.0,-1.0,5.0,0.0,145618.0,24726.0,-39913.0,2.0,0.0,0.0,128.39999999999998,4.0,0.0,11.0,-82123.0,-8937.0,317.0,-8609.0,-14.0,-20399.0,-476.0,11.0,-288.0,387.0,-1.0,-2.0,-55544.0,-8047.0,7736.0,-7.0,-13.0,35.0,0.0,0.0,-89.0,-7.0,7.0,-25.0,False,False,False
356,5.0,13.0,-24.0,0.0,-1.0,-3.0,-8520.0,-1.0,16.0,-1.0,-25280.0,-103376.0,-25280.0,11575.0,0.0,14.0,-1.0,-3.0,-4.0,26.0,1.0,-11.0,-13471.0,-11668.0,0.0,-3.0,-9.0,15.0,-5.0,-3.0,-15.0,-178.0,-13.0,-2.0,-42.80000000000007,-134557.0,-26825.0,25381.0,3.0,-66.0,0.0,0.0,0.0,0.0,-16.0,0.0,-49361.0,-8203.0,380.0,0.0,-1.0,0.0,-25.999999999999986,-72.0,0.0,-40.0,-213233.0,-36468.0,-599.0,27203.0,-14.0,-6260.0,-39.0,-9.0,-153.0,353.0,0.0,-1.0,-29317.0,-1440.0,1440.0,-8.0,-15.0,45.0,0.0,1.0,-9.0,-5.0,5.0,-6.0,True,False,True
357,0.0,0.0,2.0,0.0,1.0,5.0,9946.0,1.0,0.0,8.0,-2019.0,54002.0,-2019.0,12592.0,0.0,-4.0,8.0,3.0,2.0,0.0,0.0,0.0,6267.0,5065.0,0.0,4.0,9.0,-20.0,9.0,1.0,3.0,-224.0,6.0,3.0,-159.60000000000002,-60855.0,-12680.0,14774.0,0.0,90.0,1.0,-5.0,4.0,0.0,0.0,0.0,140917.0,18950.0,-6349.0,0.0,0.0,0.0,10.800000000000011,-3.0,0.0,0.0,75051.0,2587.0,-344.0,12105.0,0.0,14442.0,47.0,24.0,247.0,-260.0,2.0,2.0,-5017.0,-3681.0,3680.0,5.0,5.0,-25.0,0.0,0.0,-12.0,8.0,-5.0,3.0,False,False,False
358,2.0,9.0,-3.0,-1.0,-1.0,8.0,1346.0,0.0,34.0,-12.0,-675.0,-17799.0,-675.0,-55756.0,0.0,2.0,2.0,-2.0,-1.0,-42.0,3.0,25.0,2041.0,20865.0,3.0,-2.0,-4.0,10.0,21.0,1.0,-2.0,1403.0,-3.0,-1.0,-13.0,-306086.0,-37827.0,38433.0,0.0,25.0,1.0,-5.0,2.0,0.0,24.0,0.0,536354.0,53926.0,-39881.0,-1.0,0.0,0.0,86.80000000000001,-22.0,0.0,0.0,193418.0,10687.0,-4337.0,3439.0,0.0,18128.0,-10967.0,70.0,-962.0,205.0,-2.0,-1.0,-36850.0,-5415.0,4887.0,0.0,-1.0,0.0,0.0,-4.0,49.0,1.0,2.0,10.0,False,False,True
359,-2.0,12.0,0.0,0.0,0.0,-3.0,-7868.0,-1.4000000000000004,18.0,5.0,-14242.0,-58130.0,-14242.0,-17152.0,0.0,21.0,2.0,-7.0,-3.0,60.0,3.0,32.0,-13929.0,-14045.0,4.0,-2.0,-5.0,10.0,-9.0,-6.0,-21.0,394.0,-12.0,-1.0,-376.20000000000005,-16770.0,11109.0,-11614.0,0.0,-66.0,0.0,0.0,0.0,0.0,-7.0,0.0,-125257.0,-16856.0,2798.0,0.0,0.0,0.0,-106.80000000000001,35.0,0.0,-6.0,-174981.0,-5218.0,734.0,-9342.0,-19.0,-21542.0,-59.0,-166.0,-40.0,314.0,-1.0,0.0,-32958.0,526.0,-525.0,-6.0,-9.0,35.0,0.0,0.0,-4.0,2.0,-3.0,-1.0,True,False,False
360,-1.0,-8.0,-34.0,-2.0,-1.0,-5.0,-14014.0,-1.5999999999999979,-16.0,12.0,-6180.0,-49158.0,-6180.0,-18392.0,0.0,22.0,8.0,-4.0,-1.0,5.0,-2.0,8.0,-8544.0,-2395.0,-1.0,-3.0,-8.0,15.0,10.0,-2.0,-22.0,940.0,-20.0,-5.0,-412.80000000000007,-14163.0,-2183.0,911.0,0.0,-15.0,-1.0,5.0,-3.0,0.0,-59.0,0.0,-13541.0,-14814.0,7632.0,-1.0,-1.0,0.0,17.80000000000001,0.0,0.0,0.0,7228.0,-17877.0,-134.0,9422.0,0.0,-10738.0,171.0,85.0,215.0,758.0,0.0,-1.0,34932.0,-881.0,880.0,-6.0,-18.0,35.0,0.0,0.0,57.0,10.0,9.0,4.0,True,False,False
361,7.0,34.0,15.0,1.0,0.0,5.0,5827.0,0.5999999999999996,38.0,-7.0,7000.0,31713.0,7000.0,-5476.0,0.0,-11.0,-2.0,2.0,2.0,-15.0,4.0,13.0,7347.0,5810.0,0.0,1.0,4.0,-5.0,13.0,2.0,11.0,2099.0,9.0,2.0,92.39999999999998,5807.0,3730.0,-3410.0,-1.0,44.0,1.0,-5.0,4.0,0.0,58.0,0.0,88597.0,13874.0,-6621.0,1.0,0.0,0.0,30.200000000000017,-24.0,0.0,0.0,133573.0,20434.0,-666.0,-13448.0,0.0,-3473.0,3279.0,41.0,-1098.0,-269.0,10.0,0.0,39168.0,2830.0,-3418.0,5.0,10.0,-30.0,0.0,0.0,-10.0,0.0,2.0,-7.0,False,True,True
362,0.0,0.0,35.0,0.0,0.0,18.0,13047.0,2.200000000000001,0.0,-8.0,18776.0,37267.0,18776.0,-1271.0,0.0,-28.0,-8.0,2.0,1.0,0.0,0.0,0.0,17252.0,14277.0,0.0,1.0,1.0,-10.0,9.0,6.0,28.0,-120.0,24.0,3.0,256.40000000000003,168911.0,29618.0,-28371.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,14796.0,2853.0,4399.0,0.0,0.0,0.0,-13.599999999999994,2.0,0.0,0.0,174124.0,26104.0,-276.0,-17604.0,0.0,3455.0,-755.0,92.0,-243.0,-678.0,-4.0,0.0,-9580.0,-6367.0,6366.0,7.0,12.0,-35.0,0.0,0.0,21.0,-10.0,5.0,11.0,True,True,True
363,-2.0,-14.0,-26.0,0.0,1.0,6.0,7625.0,1.0,-33.0,-12.0,13337.0,74461.0,13337.0,15370.0,0.0,7.0,-5.0,2.0,4.0,2.0,-1.0,-25.0,5503.0,5760.0,-2.0,2.0,5.0,-10.0,-4.0,1.0,-7.0,455.0,-9.0,0.0,-458.6,-202579.0,-50043.0,50827.0,0.0,75.0,1.0,-5.0,1.0,0.0,-34.0,0.0,309599.0,16468.0,-7949.0,0.0,0.0,0.0,130.60000000000002,-26.0,0.0,3.0,112377.0,-36563.0,-3692.0,45871.0,26.0,20589.0,-2370.0,118.0,-251.0,269.0,-3.0,0.0,5353.0,-2990.0,2989.0,6.0,4.0,-35.0,0.0,0.0,39.0,-9.0,6.0,-6.0,False,False,False
364,0.0,0.0,14.0,0.0,1.0,14.0,11587.0,1.4000000000000004,0.0,4.0,6758.0,39238.0,6758.0,42935.0,0.0,-11.0,-3.0,-3.0,2.0,0.0,0.0,0.0,7319.0,2445.0,0.0,3.0,5.0,-15.0,10.0,2.0,11.0,118.0,6.0,-2.0,-16.599999999999966,254295.0,43881.0,-44005.0,0.0,85.0,1.0,-5.0,1.0,1.0,0.0,0.0,-156979.0,-28709.0,24439.0,0.0,0.0,0.0,-5.599999999999994,-14.0,0.0,0.0,61714.0,11437.0,-1125.0,-15832.0,0.0,168.0,78.0,-26.0,484.0,-414.0,1.0,-1.0,-35606.0,-3736.0,3736.0,6.0,11.0,-30.0,0.0,0.0,-10.0,-4.0,-2.0,5.0,False,False,False
365,1.0,-7.0,-29.0,1.0,-1.0,-5.0,-8280.0,-1.4000000000000004,-39.0,-9.0,-15646.0,-55778.0,-15646.0,-2496.0,0.0,11.0,1.0,-1.0,-3.0,-39.0,-3.0,7.0,-8272.0,-12175.0,1.0,-4.0,-12.0,20.0,-16.0,-3.0,-11.0,449.0,-7.0,-2.0,-218.0,-138075.0,-21975.0,18908.0,-1.0,-37.0,0.0,5.0,0.0,0.0,-60.0,0.0,111283.0,4600.0,-16090.0,1.0,0.0,0.0,29.0,-69.0,0.0,0.0,-20745.0,-16809.0,-2217.0,2254.0,0.0,-14745.0,-3226.0,73.0,-920.0,193.0,-2.0,0.0,6045.0,565.0,-565.0,-8.0,-16.0,50.0,0.0,0.0,-47.0,2.0,-2.0,-9.0,True,True,True
366,1.0,8.0,5.0,0.0,1.0,9.0,11581.0,1.4000000000000004,-24.0,0.0,8579.0,44959.0,8579.0,-22891.0,0.0,-12.0,1.0,4.0,2.0,-4.0,0.0,2.0,7802.0,2875.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,-795.0,1.0,1.0,39.80000000000001,41553.0,-4990.0,7843.0,1.0,59.0,0.0,0.0,0.0,1.0,-30.0,0.0,32123.0,23320.0,-18134.0,1.0,0.0,0.0,54.8,-28.0,0.0,8.0,120902.0,21814.0,-2094.0,-13777.0,16.0,-426.0,-3723.0,73.0,767.0,-276.0,-12.0,0.0,47223.0,3481.0,-3482.0,4.0,7.0,-15.0,0.0,1.0,10.0,1.0,-2.0,1.0,False,False,False
367,1.0,4.0,-13.0,0.0,-2.0,-9.0,-14786.0,-1.5999999999999979,41.0,3.0,-11653.0,-79084.0,-11653.0,8701.0,0.0,17.0,-4.0,-3.0,-2.0,62.0,13.0,8.0,-10227.0,-3705.0,-2.0,-3.0,-8.0,15.0,3.0,-2.0,-17.0,-1001.0,-7.0,-2.0,-271.59999999999997,-25472.0,3343.0,-3695.0,0.0,-33.0,-1.0,5.0,-4.0,0.0,-31.0,0.0,-141922.0,-32529.0,34774.0,0.0,0.0,0.0,-34.80000000000001,-33.0,0.0,0.0,-114274.0,-31078.0,2066.0,32973.0,0.0,9032.0,-532.0,-5.0,194.0,361.0,0.0,-1.0,53118.0,-1891.0,1893.0,-6.0,-14.0,30.0,0.0,1.0,-37.0,-4.0,1.0,-18.0,True,False,True
368,-5.0,43.0,-29.0,0.0,1.0,7.0,-7683.0,0.0,-16.0,-7.0,16763.0,68008.0,16763.0,13479.0,0.0,-7.0,2.0,0.0,3.0,-11.0,-18.0,-24.0,26.0,810.0,5.0,5.0,8.0,-25.0,-33.0,-2.0,7.0,1467.0,6.0,0.0,238.39999999999998,179516.0,55500.0,-54144.0,0.0,91.0,1.0,-5.0,2.0,0.0,17.0,0.0,15542.0,-21775.0,35355.0,1.0,0.0,0.0,35.599999999999994,15.0,0.0,0.0,201911.0,33870.0,-6605.0,-19793.0,0.0,10454.0,-6808.0,58.0,-1107.0,296.0,-5.0,1.0,6856.0,146.0,-1005.0,6.0,13.0,-25.0,0.0,0.0,54.0,3.0,-2.0,16.0,False,True,True
369,0.0,0.0,33.0,0.0,0.0,16.0,9037.0,1.4000000000000004,0.0,2.0,17567.0,32143.0,17567.0,-14002.0,0.0,-26.0,-1.0,2.0,2.0,0.0,0.0,0.0,16339.0,14300.0,0.0,2.0,6.0,-10.0,10.0,4.0,26.0,660.0,29.0,4.0,-13.600000000000023,15785.0,20631.0,-20810.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,39319.0,2674.0,-1200.0,0.0,0.0,0.0,-44.8,38.0,0.0,0.0,94008.0,26433.0,-942.0,-25136.0,0.0,5639.0,194.0,82.0,-168.0,-453.0,2.0,0.0,38905.0,3130.0,-3128.0,8.0,14.0,-45.0,0.0,0.0,28.0,0.0,2.0,8.0,True,False,False
370,-3.0,-21.0,0.0,1.0,-1.0,-1.0,-3366.0,-0.40000000000000036,-42.0,-14.0,8138.0,24947.0,8138.0,17319.0,0.0,4.0,-9.0,1.0,3.0,-30.0,1.0,-1.0,1925.0,3275.0,-3.0,1.0,2.0,-5.0,-27.0,-2.0,-4.0,93.0,0.0,1.0,-401.19999999999993,80845.0,21398.0,-22034.0,1.0,37.0,1.0,-5.0,2.0,0.0,-93.0,0.0,16590.0,-6910.0,9070.0,-6.0,0.0,0.0,3.200000000000017,64.0,0.0,0.0,116529.0,15266.0,-333.0,-13726.0,22.0,-12368.0,-266.0,31.0,438.0,56.0,1.0,0.0,19094.0,775.0,-762.0,6.0,5.0,-35.0,0.0,-1.0,-27.0,-11.0,7.0,-29.0,False,False,False
371,2.0,33.0,13.0,-2.0,-1.0,-6.0,-5113.0,0.20000000000000284,-14.0,4.0,-16416.0,-58946.0,-16416.0,52465.0,0.0,-2.0,0.0,-2.0,0.0,4.0,1.0,20.0,-4631.0,420.0,0.0,-4.0,-8.0,20.0,19.0,0.0,1.0,228.0,0.0,0.0,-160.0,100518.0,9189.0,-11160.0,0.0,-101.0,-1.0,5.0,-1.0,1.0,53.0,0.0,-273565.0,-46179.0,51320.0,7.0,0.0,0.0,-43.80000000000001,5.0,0.0,-47.0,-194598.0,-49556.0,-1350.0,52319.0,-34.0,12716.0,1913.0,-50.0,435.0,-229.0,5.0,1.0,-21550.0,-12566.0,12161.0,-6.0,-21.0,30.0,0.0,1.0,-21.0,0.0,-4.0,9.0,True,False,True
372,0.0,-17.0,47.0,1.0,1.0,12.0,20419.0,2.4000000000000004,6.0,11.0,-1980.0,35471.0,-1980.0,46670.0,0.0,-28.0,5.0,8.0,0.0,9.0,-4.0,-32.0,16270.0,7742.0,-1.0,1.0,2.0,-5.0,9.0,4.0,29.0,1496.0,26.0,5.0,172.39999999999998,85244.0,3619.0,-2266.0,0.0,26.0,1.0,-5.0,3.0,-2.0,-13.0,0.0,64123.0,3471.0,-647.0,-1.0,1.0,0.0,-12.200000000000017,6.0,0.0,0.0,139923.0,4968.0,4682.0,-469.0,0.0,42126.0,1214.0,78.0,-2.0,-838.0,-1.0,2.0,-9444.0,-2122.0,2444.0,1.0,6.0,-10.0,0.0,0.0,53.0,5.0,5.0,8.0,True,True,True
373,4.0,28.0,-22.0,9.0,0.0,-9.0,-8382.0,-1.4000000000000004,7.0,8.0,-11029.0,-28193.0,-11029.0,-16321.0,0.0,16.0,5.0,-4.0,-2.0,37.0,1.0,11.0,-10110.0,-8000.0,5.0,0.0,0.0,0.0,7.0,-4.0,-16.0,-624.0,-15.0,-2.0,-92.59999999999997,-23445.0,-279.0,-36.0,0.0,-44.0,0.0,0.0,0.0,0.0,34.0,0.0,-71572.0,-3021.0,8001.0,-1.0,0.0,0.0,-11.400000000000006,-64.0,0.0,0.0,-78607.0,873.0,-245.0,3791.0,0.0,-2892.0,171.0,-65.0,-2955.0,341.0,2.0,0.0,16410.0,4173.0,-4174.0,-4.0,-8.0,20.0,0.0,0.0,12.0,7.0,-3.0,4.0,False,False,False
374,0.0,0.0,-29.0,0.0,-1.0,-8.0,-12925.0,-1.0,0.0,-4.0,-14367.0,-41991.0,-14367.0,-15583.0,0.0,25.0,-8.0,-1.0,-1.0,0.0,0.0,0.0,-10850.0,-8408.0,0.0,-2.0,-4.0,10.0,-9.0,-8.0,-25.0,308.0,-10.0,-3.0,-371.99999999999994,-107468.0,-16387.0,14878.0,0.0,-56.0,-1.0,5.0,-4.0,0.0,0.0,0.0,21052.0,4598.0,-8854.0,0.0,0.0,0.0,28.0,47.0,0.0,0.0,-130163.0,-14754.0,-862.0,8254.0,0.0,-6904.0,438.0,-29.0,59.0,583.0,0.0,0.0,-43743.0,-2966.0,2230.0,-7.0,-10.0,35.0,0.0,0.0,-53.0,-11.0,4.0,-14.0,False,False,True
375,-14.0,0.0,-24.0,-1.0,-1.0,-18.0,-19784.0,-1.0,4.0,-40.0,-6617.0,-7884.0,-6617.0,-5027.0,0.0,19.0,-14.0,0.0,1.0,-14.0,-9.0,10.0,-9272.0,-9440.0,-2.0,-1.0,-2.0,5.0,-41.0,-8.0,-19.0,-834.0,-7.0,1.0,434.00000000000006,199243.0,6110.0,-6537.0,0.0,21.0,0.0,0.0,0.0,0.0,-4.0,0.0,-169210.0,-15098.0,-157.0,0.0,0.0,0.0,177.20000000000002,42.0,0.0,0.0,18160.0,-9393.0,0.0,-6291.0,0.0,-21044.0,-111.0,-1.0,373.0,776.0,-1.0,0.0,-11871.0,-404.0,402.0,-5.0,-6.0,30.0,0.0,-1.0,-52.0,-15.0,2.0,-14.0,True,False,False
376,5.0,9.0,36.0,3.0,0.0,10.0,12024.0,1.3999999999999986,21.0,14.0,14004.0,44164.0,14004.0,13744.0,0.0,-19.0,1.0,5.0,2.0,32.0,18.0,-7.0,11111.0,6765.0,3.0,3.0,6.0,-15.0,10.0,3.0,19.0,384.0,15.0,4.0,70.19999999999999,220622.0,39374.0,-36517.0,0.0,82.0,1.0,-5.0,5.0,1.0,17.0,0.0,-86768.0,-3560.0,13669.0,2.0,0.0,0.0,42.80000000000001,32.0,0.0,0.0,153455.0,32428.0,4570.0,-18464.0,0.0,4686.0,-268.0,-43.0,265.0,-714.0,0.0,1.0,19604.0,-3384.0,4382.0,6.0,15.0,-40.0,0.0,2.0,42.0,2.0,2.0,9.0,False,False,False
377,-3.0,-12.0,-29.0,1.0,0.0,-19.0,-14860.0,-1.8000000000000007,0.0,1.0,-14014.0,-61969.0,-14014.0,-25855.0,0.0,24.0,0.0,-4.0,-3.0,8.0,1.0,2.0,-16844.0,-14415.0,-1.0,-2.0,-6.0,10.0,-5.0,-7.0,-24.0,-572.0,-17.0,-4.0,-108.60000000000002,5815.0,10813.0,-10658.0,0.0,-91.0,-1.0,5.0,-4.0,0.0,-22.0,0.0,-211296.0,-36591.0,15072.0,-11.0,0.0,0.0,-91.79999999999998,-21.0,0.0,0.0,-235711.0,-28268.0,-1781.0,6905.0,0.0,-16083.0,-75.0,-145.0,-165.0,738.0,0.0,-2.0,-30231.0,-2491.0,2493.0,-8.0,-16.0,45.0,0.0,0.0,-1.0,2.0,2.0,-7.0,True,False,True
378,0.0,0.0,0.0,0.0,0.0,-14.0,-10178.0,-1.3999999999999986,0.0,28.0,-15438.0,-36239.0,-15438.0,7642.0,0.0,24.0,8.0,-3.0,-1.0,0.0,0.0,0.0,-14650.0,-12590.0,0.0,-2.0,-3.0,10.0,20.0,-9.0,-24.0,-971.0,-9.0,-3.0,-282.79999999999995,48475.0,15948.0,-16093.0,0.0,-52.0,-1.0,5.0,-4.0,1.0,0.0,0.0,-224405.0,-53747.0,30215.0,0.0,0.0,0.0,31.200000000000017,5.0,0.0,0.0,-175451.0,-34931.0,0.0,11257.0,0.0,-19667.0,-313.0,-160.0,-702.0,392.0,-1.0,0.0,478.0,2865.0,-2867.0,-8.0,-15.0,45.0,0.0,0.0,-9.0,7.0,-3.0,4.0,True,False,False
