,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,firstBloodKill,firstTowerKill,win
3732,0.0,1.0,-15.0,1.0,-1.0,-6.0,-10555.0,-1.200000000000001,-17.0,0.0,-18621.0,-37780.0,-18621.0,13888.0,0.0,16.0,3.0,-5.0,0.0,-41.0,4.0,-17.0,-10415.0,-11440.0,-2.0,-2.0,-2.0,10.0,-3.0,-6.0,-16.0,390.0,-9.0,-4.0,-180.40000000000003,-38581.0,-14266.0,11035.0,-1.0,-72.0,-1.0,5.0,-3.0,0.0,-10.0,0.0,-94632.0,-14632.0,480.0,-1.0,0.0,0.0,-79.39999999999998,-38.0,0.0,0.0,-156141.0,-29039.0,1209.0,11654.0,0.0,6475.0,5110.0,-22.0,-160.0,312.0,4.0,-1.0,-22927.0,-139.0,141.0,-6.0,-7.0,35.0,0.0,-1.0,13.0,3.0,2.0,-3.0,True,True,True
3733,-8.0,-16.0,2.0,1.0,1.0,5.0,17564.0,1.3999999999999986,-18.0,4.0,12969.0,110887.0,12969.0,40498.0,0.0,-18.0,5.0,4.0,4.0,-34.0,-3.0,0.0,12219.0,12610.0,1.0,3.0,4.0,-15.0,16.0,4.0,19.0,933.0,9.0,4.0,196.79999999999995,-69101.0,-2887.0,3401.0,0.0,134.0,1.0,-5.0,3.0,0.0,-61.0,0.0,266843.0,16514.0,-1677.0,14.0,0.0,0.0,44.20000000000002,10.0,0.0,0.0,241076.0,25399.0,1742.0,-7740.0,0.0,35813.0,4204.0,12.0,630.0,-450.0,12.0,2.0,43335.0,11771.0,-9464.0,8.0,11.0,-40.0,0.0,0.0,41.0,5.0,0.0,3.0,False,False,False
3734,0.0,-10.0,10.0,2.0,0.0,16.0,9298.0,1.4000000000000004,-11.0,22.0,15015.0,28222.0,15015.0,-7552.0,0.0,-15.0,5.0,1.0,1.0,-2.0,1.0,-6.0,12198.0,8450.0,-1.0,0.0,0.0,0.0,20.0,3.0,15.0,-144.0,14.0,1.0,-257.00000000000006,18635.0,13187.0,-12314.0,-1.0,18.0,0.0,0.0,0.0,0.0,-4.0,0.0,19115.0,1118.0,-2509.0,2.0,0.0,0.0,16.599999999999994,-45.0,0.0,0.0,39683.0,12666.0,0.0,-13181.0,0.0,-172.0,-183.0,45.0,-236.0,-339.0,0.0,0.0,1936.0,-1638.0,1637.0,6.0,11.0,-30.0,0.0,0.0,23.0,7.0,-2.0,21.0,False,False,False
3735,-3.0,-2.0,-26.0,0.0,-3.0,-9.0,-10634.0,-1.0,-16.0,-7.0,-12495.0,-109032.0,-12495.0,-45011.0,0.0,30.0,-5.0,-4.0,-5.0,-12.0,-6.0,-9.0,-11203.0,-10875.0,2.0,-5.0,-14.0,30.0,-2.0,-14.0,-30.0,-483.0,-13.0,-3.0,-165.80000000000007,574614.0,59911.0,-65736.0,0.0,-121.0,-1.0,5.0,-3.0,0.0,-66.0,0.0,-361825.0,-38954.0,18045.0,-1.0,0.0,0.0,55.19999999999999,30.0,0.0,-9.0,181671.0,7596.0,-1166.0,-34333.0,-62.0,-50121.0,-118.0,237.0,2541.0,758.0,-1.0,-2.0,-31114.0,-13360.0,13361.0,-8.0,-11.0,45.0,0.0,0.0,-11.0,-4.0,14.0,-27.0,True,False,True
3736,2.0,23.0,34.0,2.0,1.0,8.0,14231.0,1.5999999999999996,26.0,8.0,13768.0,71065.0,13768.0,-35867.0,0.0,-11.0,16.0,0.0,2.0,28.0,7.0,35.0,12194.0,3950.0,1.0,2.0,7.0,-10.0,10.0,4.0,11.0,431.0,6.0,1.0,-48.59999999999991,-93909.0,-30402.0,31886.0,7.0,96.0,1.0,-5.0,4.0,0.0,68.0,0.0,304126.0,68719.0,-56985.0,2.0,0.0,0.0,-57.0,81.0,0.0,43.0,248872.0,39319.0,-2997.0,-26098.0,34.0,7575.0,894.0,15.0,-26.0,-286.0,2.0,0.0,38656.0,999.0,-1000.0,8.0,20.0,-45.0,0.0,4.0,30.0,16.0,-3.0,14.0,False,False,False
3737,0.0,0.0,0.0,0.0,1.0,5.0,11631.0,1.5999999999999996,0.0,-17.0,13934.0,55112.0,13934.0,21284.0,0.0,-11.0,-1.0,1.0,1.0,0.0,0.0,0.0,10017.0,5020.0,0.0,4.0,9.0,-20.0,1.0,2.0,11.0,199.0,9.0,0.0,145.79999999999995,-117843.0,-19383.0,19779.0,0.0,18.0,1.0,-5.0,2.0,0.0,0.0,0.0,172686.0,7052.0,-13233.0,0.0,0.0,0.0,-146.6,-63.0,0.0,0.0,73213.0,-11435.0,-1593.0,5706.0,0.0,-2149.0,-3201.0,68.0,-554.0,-353.0,-4.0,0.0,18369.0,897.0,-837.0,6.0,17.0,-30.0,0.0,0.0,6.0,3.0,-2.0,6.0,True,False,True
3738,0.0,-7.0,-15.0,0.0,0.0,-14.0,-8592.0,-1.6000000000000014,11.0,-12.0,-2091.0,-22060.0,-2091.0,-9431.0,0.0,17.0,2.0,-1.0,-3.0,-1.0,0.0,9.0,-5580.0,-6250.0,1.0,0.0,0.0,0.0,-21.0,-4.0,-17.0,257.0,-11.0,-2.0,-86.60000000000002,-113421.0,-13562.0,13032.0,0.0,-17.0,0.0,0.0,0.0,0.0,-35.0,0.0,74579.0,4852.0,-7338.0,0.0,0.0,0.0,95.19999999999999,-1.0,0.0,0.0,-31994.0,-5383.0,338.0,2369.0,0.0,-8514.0,215.0,64.0,316.0,426.0,2.0,0.0,6847.0,3327.0,-3326.0,-3.0,-5.0,15.0,0.0,0.0,5.0,3.0,0.0,-2.0,True,True,True
3739,-4.0,28.0,-10.0,14.0,-1.0,2.0,3770.0,0.1999999999999993,44.0,1.0,-6357.0,-26620.0,-6357.0,5885.0,0.0,14.0,0.0,1.0,-1.0,143.0,-4.0,24.0,-873.0,2825.0,-2.0,-3.0,0.0,15.0,11.0,-5.0,-14.0,1312.0,-15.0,-1.0,-459.80000000000007,241432.0,22415.0,-24834.0,0.0,-74.0,1.0,-5.0,2.0,0.0,27.0,0.0,-278136.0,-46355.0,54063.0,5.0,0.0,0.0,-102.8,38.0,0.0,0.0,-11460.0,-18676.0,-2694.0,24452.0,0.0,-19745.0,-13154.0,131.0,1191.0,194.0,4.0,2.0,25246.0,5264.0,-4779.0,-3.0,1.0,15.0,0.0,0.0,40.0,1.0,-2.0,0.0,False,False,False
3740,-1.0,-2.0,14.0,-1.0,1.0,8.0,10088.0,1.0,-27.0,0.0,11830.0,11647.0,11830.0,-42326.0,0.0,-14.0,2.0,-2.0,0.0,-8.0,-8.0,-13.0,8763.0,2520.0,1.0,0.0,1.0,0.0,-4.0,2.0,14.0,-220.0,9.0,0.0,372.59999999999997,-8074.0,19398.0,-17639.0,0.0,-1.0,1.0,-5.0,4.0,0.0,-24.0,0.0,107177.0,24238.0,-15674.0,1.0,0.0,0.0,-85.60000000000002,203.0,0.0,-2.0,116582.0,48804.0,0.0,-37670.0,-6.0,6171.0,503.0,115.0,1161.0,-195.0,2.0,0.0,17478.0,5170.0,-4358.0,5.0,10.0,-25.0,0.0,0.0,45.0,3.0,-2.0,17.0,True,True,True
3741,10.0,7.0,46.0,0.0,0.0,20.0,12858.0,1.8000000000000007,-7.0,3.0,24203.0,30979.0,24203.0,-23842.0,0.0,-25.0,2.0,7.0,4.0,-104.0,-1.0,-8.0,16640.0,9375.0,1.0,2.0,5.0,-10.0,1.0,5.0,25.0,571.0,19.0,4.0,190.2,77602.0,23951.0,-23805.0,-1.0,59.0,1.0,-5.0,4.0,2.0,23.0,0.0,39027.0,14090.0,-11278.0,-1.0,0.0,0.0,-1.0,51.0,0.0,0.0,133762.0,42016.0,0.0,-39056.0,0.0,7322.0,616.0,27.0,77.0,-557.0,0.0,0.0,17135.0,3973.0,-3973.0,10.0,26.0,-50.0,0.0,1.0,61.0,4.0,3.0,26.0,False,False,False
3742,-5.0,19.0,13.0,-5.0,1.0,4.0,3157.0,0.0,-62.0,-14.0,3067.0,-24459.0,3067.0,-112005.0,0.0,5.0,-7.0,-4.0,0.0,-21.0,-26.0,-5.0,-916.0,6515.0,-1.0,-2.0,-8.0,10.0,-14.0,-1.0,-5.0,1312.0,-2.0,-2.0,-215.60000000000002,-224009.0,42886.0,-46644.0,-2.0,-10.0,1.0,-5.0,4.0,0.0,-8.0,0.0,500779.0,47729.0,-66948.0,-4.0,0.0,0.0,52.000000000000014,-4.0,0.0,0.0,311455.0,83154.0,11310.0,-106131.0,0.0,-82178.0,-18159.0,61.0,-763.0,415.0,3.0,0.0,34688.0,-7460.0,7460.0,0.0,-5.0,-5.0,0.0,-4.0,-36.0,-9.0,1.0,45.0,True,False,True
3743,0.0,4.0,-3.0,2.0,1.0,-3.0,-2544.0,-0.40000000000000036,10.0,1.0,-14831.0,-3421.0,-14831.0,-2231.0,0.0,-5.0,7.0,2.0,-1.0,28.0,13.0,8.0,-1959.0,-3385.0,2.0,-1.0,3.0,5.0,-4.0,1.0,5.0,-1059.0,3.0,2.0,-84.0,100726.0,31584.0,-31648.0,0.0,4.0,-1.0,5.0,-4.0,0.0,18.0,0.0,-201851.0,-3651.0,-2495.0,1.0,0.0,0.0,-79.59999999999997,14.0,0.0,0.0,-136948.0,17646.0,0.0,-23463.0,0.0,-7614.0,-1769.0,-114.0,2642.0,-302.0,-4.0,1.0,-35822.0,-10283.0,10678.0,-4.0,-6.0,15.0,0.0,0.0,16.0,9.0,0.0,-11.0,False,True,False
3744,0.0,0.0,50.0,0.0,0.0,15.0,11560.0,1.6000000000000014,0.0,1.0,5529.0,24043.0,5529.0,-20074.0,0.0,-23.0,-4.0,5.0,3.0,0.0,0.0,0.0,7533.0,3133.0,0.0,1.0,5.0,-5.0,-11.0,3.0,23.0,518.0,18.0,1.0,-109.0,56740.0,24794.0,-23831.0,0.0,28.0,1.0,-5.0,5.0,0.0,0.0,0.0,53159.0,15937.0,-19636.0,0.0,0.0,0.0,-109.60000000000002,252.0,0.0,0.0,124571.0,48134.0,1335.0,-50868.0,0.0,-8765.0,6032.0,-77.0,549.0,-797.0,-1.0,0.0,14670.0,7402.0,-7401.0,2.0,6.0,-10.0,0.0,0.0,-14.0,-4.0,-1.0,-5.0,True,True,True
3745,0.0,-1.0,0.0,0.0,0.0,0.0,-15.0,0.0,1.0,-3.0,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-66.0,0.0,0.0,0.0,74.0,14.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,-329.0,308.0,0.0,0.0,0.0,104.60000000000002,2.0,0.0,0.0,-1907.0,-343.0,0.0,322.0,0.0,54.0,0.0,-1.0,-9.0,0.0,2.0,0.0,-2465.0,-28.0,28.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,False,False,False
3746,0.0,0.0,-33.0,0.0,2.0,1.0,7620.0,0.1999999999999993,0.0,-9.0,10801.0,15734.0,10801.0,-27909.0,0.0,1.0,-10.0,0.0,-1.0,0.0,0.0,0.0,5985.0,953.0,0.0,2.0,3.0,-10.0,-26.0,-1.0,-1.0,594.0,-2.0,0.0,73.20000000000005,-99153.0,-28018.0,28575.0,0.0,137.0,1.0,-5.0,4.0,1.0,0.0,0.0,243031.0,52867.0,-45904.0,0.0,0.0,0.0,-152.39999999999998,46.0,0.0,0.0,150459.0,30383.0,2202.0,-22861.0,0.0,-7875.0,6846.0,-93.0,-1031.0,136.0,0.0,0.0,6579.0,5532.0,-5531.0,5.0,2.0,-30.0,0.0,0.0,-14.0,-10.0,4.0,-12.0,True,True,True
3747,18.0,-22.0,-2.0,6.0,-2.0,7.0,5913.0,0.3999999999999986,4.0,26.0,17713.0,-14265.0,17713.0,-84269.0,0.0,-11.0,15.0,4.0,3.0,11.0,-3.0,24.0,5652.0,2635.0,3.0,2.0,5.0,-10.0,20.0,3.0,12.0,-53.0,5.0,4.0,95.59999999999997,41561.0,-7432.0,6626.0,0.0,20.0,1.0,-5.0,3.0,1.0,80.0,1.0,76939.0,6404.0,2802.0,5.0,1.0,0.0,77.39999999999999,-73.0,0.0,0.0,153790.0,40016.0,-593.0,-31613.0,0.0,21121.0,-703.0,103.0,-3054.0,-220.0,-5.0,3.0,35290.0,41041.0,-41041.0,6.0,10.0,-25.0,0.0,1.0,59.0,16.0,-6.0,38.0,False,False,False
3748,2.0,23.0,21.0,-2.0,1.0,8.0,17534.0,2.0,25.0,0.0,21050.0,62696.0,21050.0,4308.0,0.0,-28.0,1.0,5.0,3.0,1.0,-1.0,-1.0,21029.0,11188.0,4.0,2.0,7.0,-10.0,-10.0,7.0,27.0,-721.0,21.0,3.0,313.8,132217.0,30340.0,-30891.0,0.0,68.0,1.0,-5.0,1.0,1.0,37.0,0.0,60456.0,6614.0,3410.0,-1.0,1.0,0.0,53.80000000000001,3.0,0.0,4.0,210289.0,33220.0,600.0,-23745.0,21.0,15123.0,306.0,43.0,-88.0,-697.0,1.0,1.0,17617.0,-3734.0,3737.0,11.0,23.0,-55.0,0.0,0.0,13.0,1.0,0.0,13.0,False,True,True
3749,1.0,3.0,16.0,0.0,0.0,4.0,3379.0,0.3999999999999986,10.0,-12.0,23300.0,63909.0,23300.0,-3416.0,0.0,-17.0,3.0,2.0,3.0,-21.0,0.0,1.0,13152.0,9850.0,-1.0,2.0,6.0,-15.0,-25.0,6.0,17.0,-519.0,12.0,3.0,292.4,85792.0,17772.0,-17536.0,0.0,83.0,1.0,-5.0,2.0,0.0,21.0,0.0,86944.0,17333.0,-2867.0,0.0,0.0,0.0,-147.4,-10.0,0.0,0.0,173041.0,29261.0,-406.0,-11411.0,0.0,-732.0,-1598.0,44.0,309.0,-253.0,-2.0,0.0,304.0,-5846.0,8992.0,9.0,18.0,-50.0,0.0,0.0,14.0,2.0,-2.0,15.0,True,False,False
3750,2.0,10.0,-10.0,1.0,1.0,4.0,-1499.0,0.0,28.0,-19.0,-9468.0,-23319.0,-9468.0,52374.0,0.0,5.0,-16.0,0.0,-3.0,12.0,1.0,61.0,-567.0,275.0,2.0,1.0,5.0,-5.0,-16.0,0.0,-5.0,-654.0,2.0,0.0,17.799999999999955,-196271.0,-41934.0,44575.0,-5.0,49.0,-1.0,5.0,-2.0,0.0,17.0,0.0,33602.0,-9857.0,9893.0,6.0,0.0,0.0,-160.20000000000002,51.0,0.0,0.0,-178092.0,-49095.0,-4366.0,52479.0,0.0,21652.0,865.0,-27.0,76.0,179.0,1.0,1.0,-15425.0,2695.0,-1993.0,-1.0,2.0,5.0,0.0,1.0,-32.0,-18.0,3.0,2.0,False,False,False
3751,1.0,-37.0,-6.0,1.0,0.0,8.0,6167.0,-0.1999999999999993,-30.0,-12.0,13442.0,22281.0,13442.0,-44433.0,0.0,5.0,-1.0,4.0,3.0,-28.0,-7.0,-46.0,5870.0,2135.0,1.0,1.0,1.0,-10.0,-10.0,1.0,-5.0,638.0,-2.0,3.0,-313.0,-130965.0,-39627.0,40577.0,-2.0,36.0,1.0,-5.0,1.0,0.0,-78.0,0.0,417669.0,40303.0,-28155.0,-2.0,0.0,0.0,253.8,-95.0,0.0,0.0,299509.0,13152.0,-209.0,1390.0,0.0,5752.0,455.0,130.0,-1404.0,247.0,0.0,0.0,12805.0,12479.0,-11028.0,6.0,7.0,-35.0,0.0,0.0,-43.0,-1.0,2.0,-26.0,True,True,True
3752,0.0,0.0,8.0,0.0,0.0,5.0,11520.0,1.3999999999999986,0.0,22.0,18550.0,61015.0,18550.0,27703.0,0.0,-15.0,3.0,4.0,4.0,0.0,0.0,0.0,12079.0,7175.0,0.0,2.0,3.0,-10.0,12.0,1.0,15.0,-1180.0,17.0,4.0,155.20000000000005,251375.0,46343.0,-45698.0,0.0,111.0,1.0,-5.0,3.0,0.0,0.0,0.0,-21775.0,-14919.0,22928.0,0.0,0.0,0.0,60.79999999999998,-63.0,0.0,0.0,250384.0,31241.0,-1119.0,-22584.0,0.0,-9190.0,-6294.0,50.0,-274.0,-518.0,-16.0,1.0,20786.0,-183.0,185.0,9.0,10.0,-45.0,0.0,0.0,33.0,6.0,1.0,-2.0,True,False,False
3753,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,5.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,104.0,1035.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,904.0,0.0,91.0,0.0,0.0,0.0,27.19999999999999,0.0,0.0,0.0,3536.0,0.0,0.0,91.0,0.0,-47.0,0.0,5.0,19.0,0.0,0.0,0.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,False,True,True
3754,4.0,29.0,-6.0,5.0,0.0,-12.0,-12940.0,-0.6000000000000014,-13.0,14.0,10050.0,18775.0,10050.0,-173539.0,0.0,2.0,0.0,-4.0,-1.0,79.0,-2.0,48.0,-6665.0,930.0,-3.0,0.0,1.0,0.0,24.0,-1.0,-2.0,-759.0,-1.0,0.0,59.59999999999991,224346.0,29453.0,-31586.0,0.0,-31.0,-1.0,5.0,-3.0,0.0,40.0,0.0,-335737.0,4039.0,-9014.0,3.0,0.0,0.0,2.8000000000000114,-55.0,0.0,0.0,-117574.0,34429.0,1619.0,-42172.0,0.0,-15197.0,305.0,-37.0,225.0,177.0,1.0,-1.0,-6182.0,936.0,-1571.0,-2.0,-6.0,0.0,0.0,0.0,56.0,3.0,3.0,0.0,False,False,True
3755,0.0,-59.0,0.0,1.0,-1.0,-9.0,-7785.0,-0.1999999999999993,-38.0,16.0,-13404.0,-78830.0,-13404.0,17308.0,0.0,-5.0,-1.0,-3.0,-1.0,-36.0,3.0,11.0,-6041.0,-2375.0,-2.0,-4.0,-7.0,20.0,-10.0,4.0,5.0,-473.0,6.0,1.0,119.40000000000009,113512.0,51561.0,-52790.0,3.0,-135.0,-1.0,5.0,-2.0,0.0,12.0,0.0,-338520.0,-46732.0,51330.0,-3.0,0.0,0.0,-6.400000000000006,37.0,0.0,0.0,-273266.0,-6322.0,639.0,11156.0,0.0,13043.0,985.0,-5.0,1427.0,-166.0,2.0,1.0,-48261.0,-11153.0,12617.0,-4.0,-6.0,20.0,0.0,-3.0,-47.0,-2.0,5.0,-28.0,True,False,False
3756,2.0,7.0,9.0,-4.0,1.0,5.0,6573.0,0.8000000000000007,-7.0,7.0,12512.0,79818.0,12512.0,-44329.0,0.0,-10.0,1.0,7.0,5.0,-59.0,-4.0,-6.0,5744.0,4605.0,-2.0,2.0,6.0,-10.0,10.0,5.0,10.0,-4319.0,8.0,3.0,38.799999999999955,53844.0,18732.0,-16658.0,-1.0,45.0,1.0,-5.0,3.0,0.0,-28.0,0.0,-56079.0,-14325.0,24461.0,1.0,0.0,0.0,111.00000000000003,23.0,0.0,0.0,14689.0,18686.0,-151.0,-5090.0,0.0,9094.0,-2840.0,-37.0,-3437.0,-329.0,-4.0,1.0,16925.0,14279.0,-12890.0,5.0,12.0,-25.0,0.0,1.0,-25.0,-1.0,-4.0,-9.0,True,False,True
3757,0.0,0.0,-51.0,0.0,-2.0,-5.0,-19147.0,-0.3999999999999986,0.0,-34.0,3208.0,-69260.0,3208.0,90698.0,0.0,16.0,0.0,0.0,-4.0,0.0,0.0,0.0,-4810.0,3835.0,0.0,-2.0,-7.0,10.0,-35.0,-3.0,-17.0,18.0,-5.0,-2.0,315.0,-403105.0,-98528.0,98212.0,0.0,-2.0,-1.0,5.0,-3.0,-1.0,0.0,0.0,305916.0,9788.0,-11264.0,0.0,0.0,0.0,-21.39999999999999,23.0,0.0,0.0,-65797.0,-99798.0,-1677.0,98061.0,0.0,4186.0,1985.0,168.0,-186.0,801.0,3.0,0.0,31398.0,-11056.0,11113.0,0.0,0.0,0.0,0.0,0.0,-51.0,0.0,13.0,-45.0,False,True,False
3758,-3.0,-19.0,31.0,2.0,1.0,7.0,18594.0,2.1999999999999993,2.0,-14.0,2723.0,60029.0,2723.0,-20829.0,0.0,-18.0,-6.0,5.0,5.0,31.0,-10.0,-4.0,11174.0,1627.0,-1.0,2.0,5.0,-10.0,-4.0,7.0,18.0,1575.0,11.0,1.0,-24.199999999999932,-88272.0,-37544.0,37268.0,0.0,24.0,1.0,-5.0,4.0,0.0,69.0,0.0,236568.0,46513.0,-44065.0,7.0,0.0,0.0,-151.60000000000002,-34.0,0.0,-6.0,169700.0,14152.0,2833.0,-11910.0,-3.0,23482.0,363.0,55.0,588.0,-606.0,2.0,0.0,21401.0,5183.0,-5112.0,2.0,8.0,-20.0,0.0,0.0,12.0,-8.0,2.0,22.0,True,True,False
3759,0.0,-7.0,9.0,0.0,1.0,10.0,14440.0,1.5999999999999996,-9.0,2.0,9524.0,39918.0,9524.0,-4598.0,0.0,-13.0,2.0,2.0,2.0,-11.0,7.0,-15.0,8242.0,3800.0,-1.0,2.0,7.0,-10.0,7.0,6.0,14.0,-271.0,6.0,1.0,-106.39999999999998,2640.0,-18207.0,21872.0,0.0,58.0,1.0,-5.0,4.0,0.0,-3.0,0.0,47020.0,20184.0,-17825.0,-3.0,0.0,0.0,-2.200000000000017,12.0,0.0,0.0,80980.0,7694.0,-5716.0,-1672.0,0.0,8535.0,-8462.0,79.0,282.0,-402.0,-4.0,0.0,31323.0,5717.0,-5718.0,4.0,14.0,-20.0,0.0,0.0,20.0,2.0,0.0,4.0,False,False,True
3760,0.0,0.0,9.0,0.0,1.0,3.0,5446.0,1.0,0.0,-3.0,27798.0,57522.0,27798.0,-7438.0,0.0,-8.0,1.0,4.0,4.0,0.0,0.0,0.0,10453.0,7003.0,0.0,2.0,3.0,-10.0,14.0,3.0,10.0,1054.0,7.0,3.0,107.19999999999999,-148130.0,-35375.0,36857.0,0.0,58.0,1.0,-5.0,3.0,0.0,0.0,0.0,211448.0,33664.0,-32753.0,0.0,0.0,0.0,21.600000000000023,35.0,0.0,0.0,46194.0,3182.0,-1387.0,1207.0,0.0,-1745.0,-2351.0,-5.0,408.0,-80.0,-2.0,0.0,-17123.0,4893.0,-2893.0,11.0,15.0,-55.0,0.0,0.0,24.0,1.0,4.0,9.0,False,True,False
3761,-3.0,-1.0,16.0,0.0,0.0,6.0,5565.0,1.200000000000001,-11.0,6.0,3124.0,11870.0,3124.0,-2262.0,0.0,-15.0,3.0,1.0,0.0,8.0,1.0,-1.0,7432.0,6845.0,0.0,0.0,0.0,0.0,11.0,4.0,15.0,86.0,12.0,3.0,211.2,40210.0,21970.0,-21380.0,1.0,45.0,0.0,0.0,0.0,0.0,-2.0,0.0,51188.0,-6339.0,15267.0,-1.0,0.0,0.0,15.400000000000006,-5.0,0.0,0.0,76724.0,14738.0,516.0,-5220.0,0.0,12802.0,-108.0,-30.0,825.0,-207.0,2.0,0.0,-14675.0,-892.0,894.0,3.0,6.0,-15.0,0.0,0.0,10.0,3.0,2.0,-3.0,True,False,True
3762,-4.0,0.0,-17.0,2.0,-1.0,-12.0,-19373.0,-2.6000000000000014,3.0,-3.0,-15496.0,-48375.0,-15496.0,-41128.0,0.0,24.0,0.0,-4.0,-3.0,61.0,3.0,-1.0,-18681.0,-17800.0,4.0,-1.0,-2.0,5.0,-22.0,-8.0,-24.0,-454.0,-19.0,-2.0,-397.4,50092.0,18093.0,-21463.0,1.0,-130.0,-1.0,5.0,-2.0,0.0,-23.0,0.0,-281630.0,-24478.0,3793.0,1.0,0.0,0.0,-28.200000000000003,-86.0,0.0,0.0,-270802.0,-13481.0,0.0,-11774.0,0.0,-30834.0,0.0,-126.0,-1828.0,641.0,-1.0,0.0,-39268.0,-7095.0,5897.0,-9.0,-12.0,45.0,0.0,0.0,-9.0,-4.0,3.0,0.0,True,True,True
3763,1.0,8.0,-1.0,-3.0,0.0,7.0,8592.0,1.200000000000001,27.0,4.0,12182.0,33677.0,12182.0,22609.0,0.0,-10.0,-4.0,2.0,2.0,-3.0,0.0,1.0,6867.0,3355.0,5.0,2.0,4.0,-10.0,13.0,4.0,10.0,-568.0,3.0,1.0,-146.79999999999995,-244991.0,-28848.0,29717.0,0.0,77.0,0.0,0.0,0.0,1.0,49.0,0.0,326195.0,36711.0,-27227.0,0.0,0.0,0.0,-73.0,-4.0,0.0,0.0,147374.0,15132.0,-4544.0,-4778.0,0.0,9036.0,92.0,65.0,636.0,-212.0,-1.0,0.0,66166.0,7268.0,-7269.0,6.0,13.0,-30.0,0.0,0.0,11.0,-9.0,0.0,-1.0,False,False,False
3764,-1.0,29.0,4.0,-5.0,-1.0,-9.0,-5547.0,-0.20000000000000107,-8.0,4.0,-12540.0,-43616.0,-12540.0,23964.0,0.0,18.0,-1.0,-2.0,-1.0,-20.0,15.0,-11.0,-3546.0,5365.0,1.0,-1.0,-2.0,5.0,18.0,-4.0,-18.0,49.0,-6.0,-1.0,91.0,-99928.0,6498.0,-8655.0,2.0,31.0,0.0,0.0,0.0,0.0,24.0,0.0,164885.0,-6226.0,8204.0,-1.0,0.0,0.0,-7.799999999999997,-7.0,0.0,0.0,17540.0,-14615.0,419.0,14592.0,0.0,-9103.0,125.0,56.0,-41.0,568.0,1.0,0.0,-47415.0,-14888.0,15043.0,-3.0,-3.0,20.0,0.0,2.0,-21.0,0.0,4.0,23.0,False,False,True
3765,2.0,-8.0,32.0,2.0,0.0,13.0,13810.0,0.6000000000000014,-16.0,6.0,-2605.0,9469.0,-2605.0,-6323.0,0.0,-8.0,-3.0,0.0,2.0,35.0,-3.0,26.0,2977.0,1390.0,3.0,1.0,2.0,-5.0,10.0,4.0,8.0,-798.0,7.0,0.0,-124.0,213616.0,57139.0,-59741.0,-1.0,-18.0,1.0,-5.0,2.0,0.0,27.0,0.0,-146454.0,-6221.0,-556.0,-2.0,0.0,0.0,10.600000000000023,18.0,0.0,-11.0,-2011.0,41201.0,0.0,-50580.0,-12.0,-1938.0,3618.0,18.0,5190.0,-483.0,3.0,0.0,-69171.0,-9719.0,9717.0,-1.0,-5.0,0.0,0.0,0.0,-8.0,-1.0,-1.0,12.0,True,True,False
